user_id,posted_date,recommend,posted_date_num
76561198066046412,2015-05-19,True,20150519
tru_mu_,2015-12-15,True,20151215
76561198070565427,2016-03-31,True,20160331
76561198070565427,2015-08-21,True,20150821
76561198070565427,2014-10-17,True,20141017
76561198070565427,2014-06-27,False,20140627
76561198070565427,2014-04-28,True,20140428
SavageEeEe,2015-11-12,True,20151112
76561198076909484,2014-06-18,True,20140618
KanadeTheNeko,2014-11-20,True,20141120
KanadeTheNeko,2014-05-29,True,20140529
Leaf_Light_Moscow,2016-07-09,True,20160709
GoAwayZach,2014-12-29,True,20141229
76561198054540475,2015-02-13,True,20150213
76561198054540475,2014-12-26,True,20141226
76561198054540475,2014-02-04,True,20140204
76561198085547365,2016-06-16,True,20160616
76561198085547365,2016-06-16,True,20160616
76561198061252210,2015-05-21,True,20150521
OfficialShroomsy,2013-12-06,True,20131206
boydeer,2014-05-12,True,20140512
boydeer,2015-08-24,False,20150824
VVillis,2015-01-06,True,20150106
76561198083226897,2015-12-22,True,20151222
76561198075277292,2015-06-23,True,20150623
76561198075277292,2015-09-11,True,20150911
76561198028895010,2013-04-22,True,20130422
76561198028895010,2012-05-27,True,20120527
76561198170198366,2016-01-18,True,20160118
diego9031,2016-07-30,True,20160730
diego9031,2016-07-28,True,20160728
diego9031,2015-12-05,True,20151205
diego9031,2015-10-04,True,20151004
diego9031,2015-10-03,True,20151003
diego9031,2015-08-13,True,20150813
diego9031,2015-02-22,True,20150222
diego9031,2015-01-14,True,20150114
diego9031,2013-12-14,True,20131214
diego9031,2013-12-01,True,20131201
jarrodtrim,2012-02-11,True,20120211
76561198078738103,2016-02-20,True,20160220
76561198067936203,2015-03-12,True,20150312
76561198079770573,2015-10-14,True,20151014
76561198087586464,2013-10-27,True,20131027
Derp-e,2015-11-27,True,20151127
76561198070194565,2014-10-09,True,20141009
76561198070194565,2016-05-07,True,20160507
76561198070194565,2016-05-07,True,20160507
76561198070194565,2016-04-04,True,20160404
76561198070194565,2016-03-30,True,20160330
76561198070194565,2016-03-28,True,20160328
76561198070194565,2015-11-09,True,20151109
Rivtex,2015-12-23,True,20151223
UTNerd24,2014-05-06,True,20140506
UTNerd24,2015-12-02,True,20151202
UTNerd24,2015-06-06,True,20150606
UTNerd24,2015-09-29,True,20150929
UTNerd24,2014-09-08,True,20140908
UTNerd24,2013-12-15,True,20131215
sandwiches1,2015-11-23,False,20151123
76561198138053270,2014-06-01,True,20140601
lucaswerg,2014-07-11,True,20140711
lucaswerg,2014-11-14,True,20141114
Life-Of-Blu,2015-11-13,True,20151113
Life-Of-Blu,2013-12-15,True,20131215
CaptianAutismo,2015-12-17,True,20151217
76561198075895633,2014-10-26,True,20141026
TheDropix101,2016-01-11,True,20160111
kube134,2014-06-28,True,20140628
iamthekingofbrowntown,2015-09-12,False,20150912
iamthekingofbrowntown,2015-09-13,True,20150913
iamthekingofbrowntown,2016-04-20,True,20160420
iamthekingofbrowntown,2015-10-14,True,20151014
MainScout,2016-02-26,True,20160226
yookobz,2015-11-19,True,20151119
yookobz,2013-06-25,True,20130625
Posiblydead,2014-04-11,True,20140411
Posiblydead,2014-02-22,True,20140222
Posiblydead,2012-09-24,True,20120924
Mossy_Gaming,2015-09-26,True,20150926
76561198102421718,2015-06-12,True,20150612
76561198102421718,2015-08-03,True,20150803
76561198102421718,2015-06-26,True,20150626
76561198087407319,2014-01-15,True,20140115
76561198056741844,2014-10-14,True,20141014
sad-commie,2016-08-31,True,20160831
sad-commie,2014-07-09,True,20140709
sad-commie,2014-03-13,True,20140313
76561198030567998,2014-11-11,True,20141111
76561198030567998,2015-07-21,True,20150721
76561198030567998,2015-07-05,True,20150705
76561198030567998,2015-03-12,True,20150312
76561198030567998,2014-02-23,True,20140223
76561198010674657,2016-03-27,False,20160327
76561198010674657,2016-01-15,True,20160115
Coldaniel,2015-03-22,True,20150322
Coldaniel,2014-08-21,True,20140821
Coldaniel,2015-03-13,True,20150313
therealmorty,2015-03-20,True,20150320
therealmorty,2015-03-07,True,20150307
Berserklejerker,2015-10-10,True,20151010
76561198061730629,2014-07-06,True,20140706
YoHuNz,2014-06-19,True,20140619
YoHuNz,2014-02-19,True,20140219
possessioniskey,2015-04-11,True,20150411
possessioniskey,2015-12-24,True,20151224
possessioniskey,2014-05-17,True,20140517
76561198093112529,2014-08-09,True,20140809
76561198060447950,2015-09-26,True,20150926
whiteofwolfing,2015-05-22,True,20150522
sergarino,2015-08-22,True,20150822
76561198081962345,2016-05-26,True,20160526
76561198081962345,2014-04-05,True,20140405
76561198073210139,2016-01-18,True,20160118
Nozomikat,2015-12-30,True,20151230
Nozomikat,2014-08-01,True,20140801
Nozomikat,2015-12-26,True,20151226
Nozomikat,2015-04-14,True,20150414
Nozomikat,2014-12-30,True,20141230
Nozomikat,2013-12-04,True,20131204
Nozomikat,2016-08-19,False,20160819
Nozomikat,2013-12-04,True,20131204
xfluttersx,2015-11-10,True,20151110
xfluttersx,2016-09-14,False,20160914
xfluttersx,2012-08-27,True,20120827
xfluttersx,2014-02-05,True,20140205
xfluttersx,2013-01-27,True,20130127
xfluttersx,2015-08-25,True,20150825
xfluttersx,2012-08-27,True,20120827
76561198056290589,2014-12-16,True,20141216
ii_voltage_ii,2014-06-29,False,20140629
ii_voltage_ii,2015-04-11,True,20150411
ii_voltage_ii,2014-03-08,True,20140308
ii_voltage_ii,2013-11-16,True,20131116
76561198097762318,2015-11-11,True,20151111
76561198097762318,2014-12-26,True,20141226
Hirukaz,2013-01-17,True,20130117
StelerForYou,2015-07-17,True,20150717
StelerForYou,2013-12-29,True,20131229
76561198183396245,2015-05-06,True,20150506
Xx-Woods,2016-07-20,False,20160720
Xx-Woods,2015-01-26,True,20150126
Xx-Woods,2014-11-16,True,20141116
Xx-Woods,2014-08-17,True,20140817
Xx-Woods,2014-07-21,True,20140721
Xx-Woods,2014-07-19,True,20140719
Xx-Woods,2014-02-08,True,20140208
Xx-Woods,2014-01-07,True,20140107
kevinator23,2015-07-06,True,20150706
kevinator23,2015-09-06,True,20150906
kevinator23,2014-04-24,True,20140424
kevinator23,2015-07-06,True,20150706
kevinator23,2015-01-27,True,20150127
kevinator23,2015-01-25,True,20150125
kevinator23,2014-05-24,True,20140524
kevinator23,2012-10-20,True,20121020
76561198090715178,2014-03-28,True,20140328
76561198090715178,2014-07-09,True,20140709
CatsWhale,2015-02-23,True,20150223
CatsWhale,2015-08-29,True,20150829
CatsWhale,2014-11-23,True,20141123
CatsWhale,2014-09-09,True,20140909
76561198073784601,2015-03-26,True,20150326
76561198073784601,2016-07-08,False,20160708
mimimomoma,2015-11-23,True,20151123
76561198102410011,2015-09-14,True,20150914
de_Butl3r,2014-10-13,True,20141013
76561198027947401,2016-07-23,True,20160723
76561198027947401,2016-02-20,True,20160220
Bluezap1,2015-12-27,True,20151227
Bluezap1,2015-05-13,True,20150513
Bluezap1,2015-12-27,True,20151227
Bluezap1,2015-12-21,True,20151221
76561198074200011,2015-11-15,True,20151115
jonasdbomb,2016-09-09,True,20160909
L1J1N,2014-06-13,True,20140613
Lord_Exploit,2015-03-13,True,20150313
Lord_Exploit,2015-01-07,True,20150107
AVATAR715,2014-01-02,False,20140102
AVATAR715,2015-11-18,True,20151118
AVATAR715,2014-06-01,True,20140601
AVATAR715,2014-03-18,True,20140318
AVATAR715,2014-02-16,True,20140216
AVATAR715,2015-02-25,True,20150225
AVATAR715,2015-08-15,True,20150815
AVATAR715,2014-12-25,True,20141225
YieuwMage,2016-02-22,True,20160222
76561198078752187,2014-12-16,True,20141216
A-Very-Sly-Person,2015-08-14,True,20150814
A-Very-Sly-Person,2014-11-11,True,20141111
76561198211054671,2016-05-29,True,20160529
76561198211054671,2016-07-03,True,20160703
76561197994493402,2016-06-20,True,20160620
76561197994493402,2015-03-01,True,20150301
76561197994493402,2014-11-27,True,20141127
Koolcaz12,2016-05-17,False,20160517
76561198065656175,2015-11-20,True,20151120
76561198188979775,2016-09-17,True,20160917
97396295,2014-08-23,True,20140823
97396295,2014-06-17,True,20140617
97396295,2014-07-10,False,20140710
97396295,2016-08-26,False,20160826
76561198126640317,2015-06-15,True,20150615
76561198126640317,2015-02-14,True,20150214
76561198126640317,2015-09-12,True,20150912
76561198126640317,2015-09-12,True,20150912
76561198126640317,2015-07-01,True,20150701
76561198126640317,2015-07-01,True,20150701
76561198126640317,2015-06-15,True,20150615
DemonicWolvz,2015-01-15,True,20150115
DemonicWolvz,2015-04-29,True,20150429
DemonicWolvz,2015-03-29,True,20150329
DemonicWolvz,2014-11-23,True,20141123
DemonicWolvz,2014-02-12,True,20140212
DemonicWolvz,2013-12-26,True,20131226
DieMadchenschanderin,2015-08-29,True,20150829
DieMadchenschanderin,2015-10-05,False,20151005
DieMadchenschanderin,2016-06-29,True,20160629
DieMadchenschanderin,2013-06-14,False,20130614
GGargula,2016-09-04,False,20160904
GGargula,2015-11-23,True,20151123
Myther43,2016-07-16,True,20160716
getf0kinn0sc0pedm9,2015-05-31,True,20150531
getf0kinn0sc0pedm9,2016-06-26,False,20160626
76561198141443390,2015-05-03,True,20150503
76561198097333029,2016-06-14,True,20160614
whodafuqisthisguilao,2015-08-06,True,20150806
Magjiikal,2015-10-05,True,20151005
Magjiikal,2015-12-17,True,20151217
ohnospaghet,2014-12-17,True,20141217
ohnospaghet,2014-09-30,True,20140930
ohnospaghet,2015-03-10,True,20150310
ohnospaghet,2016-01-16,True,20160116
ohnospaghet,2016-03-05,False,20160305
ohnospaghet,2015-03-10,True,20150310
76561198050347115,2016-03-19,True,20160319
2768820078,2015-09-01,True,20150901
2768820078,2016-04-19,False,20160419
2768820078,2016-04-18,True,20160418
2768820078,2015-11-18,True,20151118
2768820078,2015-08-08,True,20150808
2768820078,2015-07-15,True,20150715
2768820078,2015-06-12,False,20150612
2768820078,2015-05-19,True,20150519
2768820078,2015-05-11,True,20150511
2768820078,2015-05-02,True,20150502
76561198056392326,2016-02-07,True,20160207
76561198056392326,2016-01-30,False,20160130
76561198056392326,2016-01-30,False,20160130
2d4nk4m3,2014-08-20,False,20140820
2d4nk4m3,2014-03-18,True,20140318
76561198078478151,2016-04-10,True,20160410
exiaez,2016-09-15,True,20160915
76561198095921854,2015-05-01,True,20150501
EizanAratoFujimaki,2015-10-28,True,20151028
EizanAratoFujimaki,2016-04-15,False,20160415
TeCool,2014-12-15,True,20141215
TeCool,2014-12-06,True,20141206
TeCool,2015-04-11,True,20150411
TeCool,2015-01-31,False,20150131
2xDelorean,2015-09-13,True,20150913
2xDelorean,2013-07-26,True,20130726
2xDelorean,2013-05-18,True,20130518
2xDelorean,2011-10-30,True,20111030
washington_,2016-08-19,False,20160819
washington_,2016-08-19,True,20160819
washington_,2016-08-19,True,20160819
washington_,2016-08-19,True,20160819
washington_,2016-08-19,True,20160819
washington_,2015-12-13,True,20151213
jewxxl,2015-05-18,True,20150518
76561198088944293,2016-06-22,True,20160622
76561198088944293,2016-07-14,True,20160714
76561198088944293,2016-06-27,False,20160627
76561198088944293,2016-03-08,False,20160308
76561198088944293,2014-12-13,True,20141213
76561198092540221,2015-07-31,True,20150731
76561198092540221,2015-06-29,True,20150629
76561198092540221,2015-06-29,True,20150629
76561198092540221,2015-02-12,True,20150212
76561198092540221,2014-03-29,True,20140329
76561198051258119,2015-02-04,True,20150204
nubquake123,2014-04-21,True,20140421
Pyromanic,2013-02-15,True,20130215
Pyromanic,2013-02-15,True,20130215
Pyromanic,2013-02-15,True,20130215
76561198109656922,2016-03-27,True,20160327
CobRazor,2015-08-01,True,20150801
relesprit,2013-12-27,True,20131227
WitchHunter4542,2014-07-16,True,20140716
WitchHunter4542,2015-01-13,True,20150113
WitchHunter4542,2014-01-11,True,20140111
pwrt,2015-09-03,True,20150903
pwrt,2014-01-20,True,20140120
wantmahbody,2014-05-03,True,20140503
76561198115868847,2016-05-01,False,20160501
benedictcuminherbatch,2014-08-02,True,20140802
76561198031207016,2014-03-17,True,20140317
76561198043458582,2015-07-19,True,20150719
76561198043458582,2015-05-26,True,20150526
76561198043458582,2015-11-22,True,20151122
76561198043458582,2014-10-18,True,20141018
smashiroshh,2014-12-30,True,20141230
shark854,2016-03-07,True,20160307
killbunny38,2015-01-22,True,20150122
killbunny38,2015-08-20,False,20150820
76561198047630659,2015-05-14,False,20150514
1337lolroflmao,2015-04-13,True,20150413
1337lolroflmao,2014-10-01,True,20141001
1337lolroflmao,2013-12-28,True,20131228
1337lolroflmao,2013-12-28,True,20131228
1337lolroflmao,2014-11-30,True,20141130
1337lolroflmao,2013-12-28,True,20131228
1337lolroflmao,2013-12-28,True,20131228
1337lolroflmao,2015-01-05,True,20150105
1337lolroflmao,2014-12-23,True,20141223
sithjjf,2015-09-01,False,20150901
76561198060039459,2014-10-04,False,20141004
OzfurAtlas,2016-01-10,False,20160110
OzfurAtlas,2016-09-12,True,20160912
OzfurAtlas,2013-12-08,True,20131208
76561198065593074,2015-11-06,False,20151106
76561198065593074,2016-06-25,False,20160625
76561198065593074,2015-09-23,True,20150923
76561198065593074,2014-05-31,True,20140531
76561198044169764,2015-06-24,False,20150624
76561198044169764,2015-07-22,False,20150722
76561198044169764,2016-03-20,True,20160320
76561198044169764,2015-06-03,True,20150603
euzi,2014-07-26,True,20140726
76561198074935997,2016-05-15,False,20160515
76561198074935997,2016-05-13,False,20160513
76561198074935997,2016-07-10,True,20160710
76561198074935997,2016-09-17,False,20160917
76561198074935997,2016-08-16,False,20160816
76561198074935997,2016-07-31,False,20160731
76561198074935997,2016-06-29,False,20160629
76561198074935997,2016-03-06,False,20160306
76561197961778802,2014-04-23,True,20140423
lucasrash,2016-09-08,True,20160908
76561198016602703,2016-09-02,False,20160902
76561198016602703,2016-07-23,True,20160723
thisissohardtomakeoneup,2014-04-12,True,20140412
76561198087010391,2015-04-04,True,20150404
66666669999999,2015-01-05,False,20150105
76561198061174192,2014-09-14,True,20140914
76561198061174192,2014-09-14,True,20140914
ReMiXOfficalSteam,2015-10-12,True,20151012
Wilfire77,2015-03-22,True,20150322
76561198084390807,2015-12-01,True,20151201
76561198084390807,2014-05-10,True,20140510
Mastic,2015-08-01,False,20150801
Mastic,2016-06-29,True,20160629
Mastic,2016-03-25,True,20160325
Mastic,2014-12-30,True,20141230
Mastic,2014-12-27,True,20141227
Mastic,2016-07-07,False,20160707
76561198028286104,2013-12-26,True,20131226
tarjla,2016-08-26,True,20160826
tarjla,2014-07-13,True,20140713
tarjla,2016-08-26,True,20160826
tarjla,2015-01-28,True,20150128
tarjla,2014-05-08,True,20140508
tarjla,2013-11-21,True,20131121
tarjla,2013-12-07,True,20131207
tarjla,2013-02-09,True,20130209
tarjla,2016-08-26,True,20160826
tarjla,2014-01-09,True,20140109
deathnz1,2016-07-18,False,20160718
deathnz1,2016-07-16,False,20160716
deathnz1,2014-12-26,True,20141226
readingthis4noobs,2016-05-14,True,20160514
76561198104393251,2015-03-13,True,20150313
76561198075322986,2016-03-30,True,20160330
redsncrimson,2016-06-18,True,20160618
redsncrimson,2016-03-20,True,20160320
redsncrimson,2016-03-20,True,20160320
redsncrimson,2014-12-23,True,20141223
redsncrimson,2013-12-26,True,20131226
redsncrimson,2016-03-20,True,20160320
redsncrimson,2013-05-18,True,20130518
redsncrimson,2013-01-09,True,20130109
redsncrimson,2012-11-30,True,20121130
76561198151910904,2016-04-22,True,20160422
H1DD3NT3RR0R,2014-03-10,True,20140310
H1DD3NT3RR0R,2014-02-27,True,20140227
H1DD3NT3RR0R,2013-11-25,True,20131125
H1DD3NT3RR0R,2014-06-11,True,20140611
H1DD3NT3RR0R,2015-09-04,False,20150904
H1DD3NT3RR0R,2014-06-18,True,20140618
76561198071214618,2015-05-11,True,20150511
76561198115115631,2015-05-22,True,20150522
76561198071175142,2015-08-10,True,20150810
76561198071175142,2015-07-07,True,20150707
t8s,2015-05-13,True,20150513
t8s,2015-05-02,True,20150502
pikawuu2,2016-03-12,True,20160312
pikawuu2,2013-09-15,True,20130915
Sammeh00,2014-11-04,True,20141104
Michaelele,2014-08-07,True,20140807
Michaelele,2014-06-30,True,20140630
Michaelele,2014-08-21,True,20140821
Michaelele,2014-07-16,True,20140716
76561198045754869,2015-08-07,True,20150807
76561198076098774,2015-08-02,True,20150802
76561198103253374,2014-02-24,True,20140224
76561198048417105,2015-12-28,True,20151228
76561198048417105,2015-02-27,True,20150227
76561198048417105,2016-08-13,True,20160813
76561198048417105,2016-02-14,True,20160214
76561198090842891,2015-01-16,True,20150116
76561198055767971,2015-06-10,False,20150610
76561197998052647,2014-11-27,True,20141127
adohya343,2016-02-24,False,20160224
76561198145436942,2014-08-02,True,20140802
jjas01,2014-11-03,False,20141103
jjas01,2015-10-17,False,20151017
jjas01,2013-10-08,True,20131008
jjas01,2015-12-28,True,20151228
jjas01,2014-05-08,True,20140508
jjas01,2014-02-18,True,20140218
jjas01,2013-10-27,True,20131027
jjas01,2014-06-04,True,20140604
jjas01,2016-07-09,False,20160709
jjas01,2016-03-02,False,20160302
3xotic26,2014-02-26,True,20140226
3xotic26,2014-02-26,True,20140226
3xotic26,2014-02-26,True,20140226
3xotic26,2013-07-15,True,20130715
iamthetrashlord,2015-06-16,True,20150616
iamthetrashlord,2014-07-20,True,20140720
3dster,2015-08-24,True,20150824
76561198079990063,2014-03-14,True,20140314
Forty-Nine,2014-08-28,True,20140828
Forty-Nine,2016-01-11,False,20160111
76561198051017916,2015-05-30,True,20150530
76561198051017916,2014-05-26,True,20140526
L4M1NAS,2016-08-15,True,20160815
L4M1NAS,2016-03-25,True,20160325
L4M1NAS,2015-03-05,True,20150305
76561198096766604,2016-07-16,False,20160716
76561197995322437,2015-07-23,True,20150723
imsojipper,2014-07-07,True,20140707
76561198084542731,2015-01-16,True,20150116
76561198084542731,2014-02-16,True,20140216
76561198103671881,2015-04-11,True,20150411
mrpfresh,2016-08-22,True,20160822
mrpfresh,2015-10-16,True,20151016
mrpfresh,2016-01-09,True,20160109
GamerFag,2012-07-15,True,20120715
GamerFag,2011-01-27,True,20110127
GamerFag,2011-01-27,True,20110127
GamerFag,2011-01-27,True,20110127
GamerFag,2011-01-27,True,20110127
GamerFag,2010-12-16,True,20101216
EHS-R3AP3R,2015-09-09,False,20150909
EHS-R3AP3R,2015-10-15,True,20151015
EHS-R3AP3R,2013-11-26,True,20131126
EHS-R3AP3R,2013-12-12,True,20131212
chidori_647,2013-12-15,True,20131215
chidori_647,2014-03-05,True,20140305
chidori_647,2013-11-30,False,20131130
chidori_647,2013-12-02,True,20131202
chidori_647,2013-11-28,False,20131128
76561198092227136,2014-09-11,True,20140911
76561198092227136,2014-05-26,True,20140526
hellcat59,2014-07-18,True,20140718
76561198007584361,2015-09-10,True,20150910
tbimperator,2012-05-22,True,20120522
Allahu_Akbar666,2015-01-17,True,20150117
Allahu_Akbar666,2014-10-24,False,20141024
ulramite,2014-10-27,True,20141027
ulramite,2014-02-08,True,20140208
ulramite,2016-07-24,True,20160724
-GM-Dragon,2014-03-08,False,20140308
-GM-Dragon,2015-06-10,True,20150610
76561198054040292,2015-03-13,True,20150313
76561198078799606,2015-10-01,False,20151001
76561198078799606,2015-06-29,True,20150629
76561198078799606,2014-05-02,True,20140502
I_DID_911_JUST_SAYING,2016-06-27,True,20160627
I_DID_911_JUST_SAYING,2016-06-26,True,20160626
I_DID_911_JUST_SAYING,2016-06-26,True,20160626
I_DID_911_JUST_SAYING,2016-06-26,True,20160626
I_DID_911_JUST_SAYING,2013-05-06,True,20130506
750805,2016-03-24,False,20160324
750805,2016-05-06,False,20160506
diabeticfuck,2015-08-31,True,20150831
diabeticfuck,2015-12-28,True,20151228
diabeticfuck,2015-11-23,False,20151123
diabeticfuck,2015-09-04,True,20150904
76561198054465623,2015-01-10,False,20150110
76561198054465623,2014-01-04,True,20140104
76561198054465623,2015-04-24,True,20150424
76561198054465623,2014-02-21,True,20140221
76561198054465623,2015-07-13,True,20150713
76561198054465623,2014-04-03,True,20140403
aaropro,2014-08-29,True,20140829
aaropro,2016-06-08,True,20160608
abiam,2014-11-16,True,20141116
FrankoWalker,2015-01-04,True,20150104
FrankoWalker,2014-12-06,True,20141206
FrankoWalker,2014-05-16,True,20140516
LightfootSword7,2015-11-26,False,20151126
LightfootSword7,2016-03-06,True,20160306
SALTTHEW0UND,2015-06-12,True,20150612
SALTTHEW0UND,2014-08-28,True,20140828
SALTTHEW0UND,2014-05-20,True,20140520
SALTTHEW0UND,2014-03-25,True,20140325
SALTTHEW0UND,2013-12-02,True,20131202
SALTTHEW0UND,2015-11-15,True,20151115
express157,2014-09-02,True,20140902
76561198074644990,2015-02-05,True,20150205
76561198074644990,2015-02-06,True,20150206
76561198074644990,2013-12-24,False,20131224
76561198064304806,2015-12-11,True,20151211
TomoeMamiewe,2014-02-16,True,20140216
TomoeMamiewe,2016-06-24,True,20160624
76561198057086148,2015-01-17,True,20150117
Acidius99,2014-06-21,True,20140621
Acidius99,2016-06-03,True,20160603
Acidius99,2016-06-24,True,20160624
Acidius99,2014-12-30,True,20141230
Acidius99,2015-07-09,False,20150709
acorn13,2014-07-31,True,20140731
acorn13,2012-07-12,True,20120712
acorn13,2015-05-01,True,20150501
adamcookie,2016-08-14,True,20160814
AddzyTheBaddzy,2015-02-02,True,20150202
AddzyTheBaddzy,2013-12-16,True,20131216
mrfunkyjunkie,2014-01-05,True,20140105
mrfunkyjunkie,2014-11-23,True,20141123
mrfunkyjunkie,2015-03-11,True,20150311
mradobe7,2016-08-28,False,20160828
76561198167207237,2016-01-10,True,20160110
76561198167207237,2015-12-25,True,20151225
76561198167207237,2015-11-29,True,20151129
76561198167207237,2015-11-06,True,20151106
cancerkek,2015-02-27,True,20150227
76561198073508075,2014-04-13,True,20140413
76561198073508075,2016-01-22,True,20160122
76561198073508075,2014-06-07,True,20140607
76561198074323290,2016-04-12,False,20160412
76561198074323290,2016-08-21,False,20160821
76561198090899557,2016-07-28,False,20160728
advenger95,2015-06-05,True,20150605
advenger95,2015-09-02,True,20150902
advenger95,2015-06-05,True,20150605
EndAtHallow,2015-01-15,True,20150115
76561198063624801,2014-01-12,True,20140112
aeryal,2014-05-03,True,20140503
76561198070263209,2013-12-13,True,20131213
76561198015968275,2015-09-06,True,20150906
Agiegamma,2014-02-12,True,20140212
76561198082614708,2014-04-28,True,20140428
Agronoth,2014-02-09,True,20140209
Agronoth,2015-04-24,True,20150424
Agronoth,2015-03-21,True,20150321
Agronoth,2015-02-28,True,20150228
Agronoth,2015-07-15,False,20150715
UnholyFallenAngel,2014-10-07,True,20141007
UnholyFallenAngel,2015-12-22,True,20151222
UnholyFallenAngel,2014-05-06,True,20140506
76561198068565589,2014-02-22,True,20140222
76561198068565589,2015-07-18,True,20150718
76561198068565589,2014-10-24,False,20141024
SlutOnTheSpit,2014-01-02,True,20140102
WestyGaming,2014-06-07,True,20140607
NaruseAiria,2014-10-28,True,20141028
NaruseAiria,2014-10-15,True,20141015
NaruseAiria,2013-12-20,True,20131220
NaruseAiria,2013-12-06,True,20131206
76561198067713802,2015-09-27,True,20150927
76561198067713802,2015-03-28,True,20150328
76561198187212131,2016-07-08,True,20160708
76561198044678148,2016-07-29,True,20160729
76561198044678148,2016-07-05,True,20160705
Alex680,2014-04-25,True,20140425
alansiulun,2014-11-01,True,20141101
alansiulun,2015-05-21,True,20150521
Albolah,2015-12-29,True,20151229
Albolah,2015-10-18,True,20151018
Albolah,2015-12-30,True,20151230
76561198003056556,2016-01-09,False,20160109
76561198003056556,2014-08-15,True,20140815
maxpaynepillkiller,2016-07-16,True,20160716
maxpaynepillkiller,2015-12-30,True,20151230
maxpaynepillkiller,2016-07-24,True,20160724
maxpaynepillkiller,2016-05-30,True,20160530
maxpaynepillkiller,2015-10-07,True,20151007
maxpaynepillkiller,2016-01-01,False,20160101
AlexNoClutch,2015-06-05,False,20150605
Alexwai04,2015-01-09,True,20150109
76561198095481910,2014-02-01,True,20140201
76561198164545985,2016-05-12,True,20160512
AlkalineDeath,2015-03-02,True,20150302
AlkalineDeath,2014-10-16,True,20141016
76561198075935236,2015-01-26,True,20150126
76561198075935236,2015-08-27,True,20150827
mintifreshbadger,2015-11-09,True,20151109
AlpacaRevolution,2016-07-07,True,20160707
AlpacaRevolution,2014-10-02,True,20141002
AlpacaRevolution,2015-09-13,False,20150913
AlphaBryn444,2016-08-28,True,20160828
76561198071952798,2016-07-07,True,20160707
76561198071952798,2016-01-14,False,20160114
76561198071952798,2016-05-23,True,20160523
76561198071952798,2013-11-29,True,20131129
76561198009001563,2014-09-03,True,20140903
76561198016753953,2014-03-21,True,20140321
76561198016753953,2014-01-27,True,20140127
smegmyfoodle,2015-02-03,True,20150203
smegmyfoodle,2015-01-22,True,20150122
76561198057869849,2015-06-01,True,20150601
76561198058836921,2015-01-17,True,20150117
lol_ursuchanoob,2014-08-08,True,20140808
lol_ursuchanoob,2014-04-17,True,20140417
lol_ursuchanoob,2014-03-12,True,20140312
lol_ursuchanoob,2014-01-23,True,20140123
AMV72,2013-01-21,True,20130121
AMV72,2012-09-27,False,20120927
AMV72,2013-11-25,True,20131125
AMV72,2013-11-25,True,20131125
AMV72,2012-07-19,True,20120719
76561198069170979,2015-06-26,True,20150626
76561198085956238,2016-02-03,False,20160203
76561198085956238,2016-02-03,False,20160203
76561198085956238,2016-02-18,True,20160218
